A,B,C
CDG1D,Congenital disorder of glycosylation, Autosomal recessive
CLCN2,Leukoencephalopathy with ataxia, Autosomal recessive
EGMA,Leukoencephalopathy with ataxia, Autosomal recessive
ECA2,Leukoencephalopathy with ataxia, Autosomal recessive
EGI11,Leukoencephalopathy with ataxia, Autosomal recessive
EJM8,Leukoencephalopathy with ataxia, Autosomal recessive
LKPAT,Leukoencephalopathy with ataxia, Autosomal recessive
HALD2,Leukoencephalopathy with ataxia, Autosomal recessive
LIPH,Woolly hair, Autosomal recessive
LIPH,Hypotrichosis 7, Autosomal recessive
LAH2,Woolly hair, Autosomal recessive
LAH2,Hypotrichosis 7, Autosomal recessive
ARWH2,Woolly hair, Autosomal recessive
ARWH2,Hypotrichosis 7, Autosomal recessive
HYPT7,Woolly hair, Autosomal recessive
HYPT7,Hypotrichosis 7, Autosomal recessive
AHSG,Alopecia-mental retardation syndrome 1, Autosomal recessive
APMR1,Alopecia-mental retardation syndrome 1, Autosomal recessive
KNG1,[Kininogen deficiency], Autosomal recessive
KNG1,[High molecular weight kininogen deficiency], Autosomal recessive
KNG,[Kininogen deficiency], Autosomal recessive
KNG,[High molecular weight kininogen deficiency], Autosomal recessive
MASP1,3MC syndrome 1, Autosomal recessive
CRARF,3MC syndrome 1, Autosomal recessive
3MC1,3MC syndrome 1, Autosomal recessive
P3H2,Myopia, Autosomal recessive
LEPREL1,Myopia, Autosomal recessive
MCVD,Myopia, Autosomal recessive
CLDN1,Ichthyosis, Autosomal recessive
SEMP1,Ichthyosis, Autosomal recessive
ILVASC,Ichthyosis, Autosomal recessive
CLDN16,Hypomagnesemia 3, Autosomal recessive
PCLN1,Hypomagnesemia 3, Autosomal recessive
HOMG3,Hypomagnesemia 3, Autosomal recessive
OPA1,Behr syndrome, Autosomal recessive
NTG,Behr syndrome, Autosomal recessive
NPG,Behr syndrome, Autosomal recessive
BERHS,Behr syndrome, Autosomal recessive
MTDPS14,Behr syndrome, Autosomal recessive
TFRC,Immunodeficiency 46, Autosomal recessive
TFR,Immunodeficiency 46, Autosomal recessive
CD71,Immunodeficiency 46, Autosomal recessive
IMD46,Immunodeficiency 46, Autosomal recessive
PCYT1A,Spondylometaphyseal dysplasia with cone-rod dystrophy, Autosomal recessive
CTPCT,Spondylometaphyseal dysplasia with cone-rod dystrophy, Autosomal recessive
PCYT1,Spondylometaphyseal dysplasia with cone-rod dystrophy, Autosomal recessive
SMDCRD,Spondylometaphyseal dysplasia with cone-rod dystrophy, Autosomal recessive
TCTEX1D2,Short-rib thoracic dysplasia 17 with or without polydactyly, Autosomal recessive
SRTD17,Short-rib thoracic dysplasia 17 with or without polydactyly, Autosomal recessive
RNF168,RIDDLE syndrome, Autosomal recessive
RIDL,RIDDLE syndrome, Autosomal recessive
CEP19,Morbid obesity and spermatogenic failure, Autosomal recessive
C3orf34,Morbid obesity and spermatogenic failure, Autosomal recessive
MOSPGF,Morbid obesity and spermatogenic failure, Autosomal recessive
RUBCN,Spinocerebellar ataxia, Autosomal recessive
RUBICON,Spinocerebellar ataxia, Autosomal recessive
KIAA0226,Spinocerebellar ataxia, Autosomal recessive
SCAR15,Spinocerebellar ataxia, Autosomal recessive
MDCMP,Muscular dystrophy, Autosomal recessive
ZNF141,Polydactyly, Autosomal recessive
D4S90,Polydactyly, Autosomal recessive
PAPA6,Polydactyly, Autosomal recessive
PIGG,Mental retardation, Autosomal recessive
GPI7,Mental retardation, Autosomal recessive
MRT53,Mental retardation, Autosomal recessive
PDE6B,Retinitis pigmentosa-40, Autosomal recessive
PDEB,Retinitis pigmentosa-40, Autosomal recessive
RP40,Retinitis pigmentosa-40, Autosomal recessive
CSNBAD2,Retinitis pigmentosa-40, Autosomal recessive
CPLX1,Epileptic encephalopathy, Autosomal recessive
CPX1,Epileptic encephalopathy, Autosomal recessive
EIEE63,Epileptic encephalopathy, Autosomal recessive
SLC26A1,Nephrolithiasis, Autosomal recessive
SAT1,Nephrolithiasis, Autosomal recessive
CAON,Nephrolithiasis, Autosomal recessive
IDUA,Mucopolysaccharidosis Ih/s, Autosomal recessive
IDUA,Mucopolysaccharidosis Ih, Autosomal recessive
IDUA,Mucopolysaccharidosis Is, Autosomal recessive
IDA,Mucopolysaccharidosis Ih/s, Autosomal recessive
IDA,Mucopolysaccharidosis Ih, Autosomal recessive
IDA,Mucopolysaccharidosis Is, Autosomal recessive
UVSSA,UV-sensitive syndrome 3, Autosomal recessive
KIAA1530,UV-sensitive syndrome 3, Autosomal recessive
UVSS3,UV-sensitive syndrome 3, Autosomal recessive
FGFR3,CATSHL syndrome, Autosomal dominant
ACH,CATSHL syndrome, Autosomal dominant
NAT8L,N-acetylaspartate deficiency, Autosomal recessive
CML3,N-acetylaspartate deficiency, Autosomal recessive
NACED,N-acetylaspartate deficiency, Autosomal recessive
HTT,Lopes-Maciel-Rodan syndrome, Autosomal recessive
HD,Lopes-Maciel-Rodan syndrome, Autosomal recessive
IT15,Lopes-Maciel-Rodan syndrome, Autosomal recessive
LOMARS,Lopes-Maciel-Rodan syndrome, Autosomal recessive
DOK7,Myasthenic syndrome, Autosomal recessive
C4orf25,Myasthenic syndrome, Autosomal recessive
CMS10,Myasthenic syndrome, Autosomal recessive
FADS3,Myasthenic syndrome, Autosomal recessive
LRPAP1,Myopia 23, Autosomal recessive
A2MRAP,Myopia 23, Autosomal recessive
MYP23,Myopia 23, Autosomal recessive
EVC2,Ellis-van Creveld syndrome, Autosomal recessive
LBN,Ellis-van Creveld syndrome, Autosomal recessive
WAD,Ellis-van Creveld syndrome, Autosomal recessive
EVC,Ellis-van Creveld syndrome, Autosomal recessive
WFS1,Wolfram syndrome 1, Autosomal recessive
WFRS,Wolfram syndrome 1, Autosomal recessive
WFS,Wolfram syndrome 1, Autosomal recessive
DFNA6,Wolfram syndrome 1, Autosomal recessive
DFNA14,Wolfram syndrome 1, Autosomal recessive
DFNA38,Wolfram syndrome 1, Autosomal recessive
WFSL,Wolfram syndrome 1, Autosomal recessive
CTRCT41,Wolfram syndrome 1, Autosomal recessive
HMX1,Oculoauricular syndrome, Autosomal recessive
H6,Oculoauricular syndrome, Autosomal recessive
SLC2A9,Uric acid concentration, Autosomal dominant
SLC2A9,Hypouricemia, Autosomal dominant
GLUT9,Uric acid concentration, Autosomal dominant
GLUT9,Hypouricemia, Autosomal dominant
UAQTL2,Uric acid concentration, Autosomal dominant
UAQTL2,Hypouricemia, Autosomal dominant
HDL3,Huntington disease-like 3, Autosomal recessive
HLN2,Huntington disease-like 3, Autosomal recessive
RAB28,Cone-rod dystrophy 18, Autosomal recessive
CORD18,Cone-rod dystrophy 18, Autosomal recessive
NKX3-2,Spondylo-megaepiphyseal-metaphyseal dysplasia, Autosomal recessive
BAPX1,Spondylo-megaepiphyseal-metaphyseal dysplasia, Autosomal recessive
SMMD,Spondylo-megaepiphyseal-metaphyseal dysplasia, Autosomal recessive
CC2D2A,Meckel syndrome 6, Autosomal recessive
CC2D2A,Joubert syndrome 9, Autosomal recessive
CC2D2A,COACH syndrome, Autosomal recessive
KIAA1345,Meckel syndrome 6, Autosomal recessive
KIAA1345,Joubert syndrome 9, Autosomal recessive
KIAA1345,COACH syndrome, Autosomal recessive
MKS6,Meckel syndrome 6, Autosomal recessive
MKS6,Joubert syndrome 9, Autosomal recessive
MKS6,COACH syndrome, Autosomal recessive
PROM1,Retinitis pigmentosa 41, Autosomal recessive
PROML1,Retinitis pigmentosa 41, Autosomal recessive
AC133,Retinitis pigmentosa 41, Autosomal recessive
RP41,Retinitis pigmentosa 41, Autosomal recessive
CORD12,Retinitis pigmentosa 41, Autosomal recessive
CD133,Retinitis pigmentosa 41, Autosomal recessive
MCDR2,Retinitis pigmentosa 41, Autosomal recessive
STGD4,Retinitis pigmentosa 41, Autosomal recessive
TAPT1,Osteochondrodysplasia, Autosomal recessive
CMVFR,Osteochondrodysplasia, Autosomal recessive
OCLSBG,Osteochondrodysplasia, Autosomal recessive
QDPR,Hyperphenylalaninemia, Autosomal recessive
DHPR,Hyperphenylalaninemia, Autosomal recessive
SEPSECS,Pontocerebellar hypoplasia type 2D, Autosomal recessive
SLA,Pontocerebellar hypoplasia type 2D, Autosomal recessive
LP,Pontocerebellar hypoplasia type 2D, Autosomal recessive
PCH2D,Pontocerebellar hypoplasia type 2D, Autosomal recessive
SLC34A2,Pulmonary alveolar microlithiasis, Autosomal recessive
PULAM,Pulmonary alveolar microlithiasis, Autosomal recessive
WDR19,Nephronophthisis 13, Autosomal recessive
WDR19,Senior-Loken syndrome 8, Autosomal recessive
WDR19,Cranioectodermal dysplasia 4, Autosomal recessive
WDR19,Short-rib thoracic dysplasia 5 with or without polydactyly, Autosomal recessive
SRTD5,Nephronophthisis 13, Autosomal recessive
SRTD5,Senior-Loken syndrome 8, Autosomal recessive
SRTD5,Cranioectodermal dysplasia 4, Autosomal recessive
SRTD5,Short-rib thoracic dysplasia 5 with or without polydactyly, Autosomal recessive
ATD5,Nephronophthisis 13, Autosomal recessive
ATD5,Senior-Loken syndrome 8, Autosomal recessive
ATD5,Cranioectodermal dysplasia 4, Autosomal recessive
ATD5,Short-rib thoracic dysplasia 5 with or without polydactyly, Autosomal recessive
NPHP13,Nephronophthisis 13, Autosomal recessive
NPHP13,Senior-Loken syndrome 8, Autosomal recessive
NPHP13,Cranioectodermal dysplasia 4, Autosomal recessive
NPHP13,Short-rib thoracic dysplasia 5 with or without polydactyly, Autosomal recessive
CED4,Nephronophthisis 13, Autosomal recessive
CED4,Senior-Loken syndrome 8, Autosomal recessive
CED4,Cranioectodermal dysplasia 4, Autosomal recessive
CED4,Short-rib thoracic dysplasia 5 with or without polydactyly, Autosomal recessive
RFC1,Cerebellar ataxia, Autosomal recessive
RECC1,Cerebellar ataxia, Autosomal recessive
CANVAS,Cerebellar ataxia, Autosomal recessive
LIAS,Hyperglycinemia, Autosomal recessive
PDHLD,Hyperglycinemia, Autosomal recessive
HGCLAS,Hyperglycinemia, Autosomal recessive
RHOH,Epidermodysplasia verruciformis, Autosomal recessive
ARHH,Epidermodysplasia verruciformis, Autosomal recessive
TTF,Epidermodysplasia verruciformis, Autosomal recessive
UCHL1,Spastic paraplegia 79, Autosomal recessive
PARK5,Spastic paraplegia 79, Autosomal recessive
SPG79,Spastic paraplegia 79, Autosomal recessive
NDGOA,Spastic paraplegia 79, Autosomal recessive
SLC30A9,Birk-Landau-Perez syndrome, Autosomal recessive
C4orf1,Birk-Landau-Perez syndrome, Autosomal recessive
HUEL,Birk-Landau-Perez syndrome, Autosomal recessive
BILAPES,Birk-Landau-Perez syndrome, Autosomal recessive
GRXCR1,Deafness, Autosomal recessive
GUF1,Epileptic encephalopathy, Autosomal recessive
EF4,Epileptic encephalopathy, Autosomal recessive
EIEE40,Epileptic encephalopathy, Autosomal recessive
DFNB55,Deafness, Autosomal recessive
MRT31,Mental retardation, Autosomal recessive
SGCB,Muscular dystrophy, Autosomal recessive
LGMDR4,Muscular dystrophy, Autosomal recessive
GSX2,Diencephalic-mesencephalic junction dysplasia syndrome 2, Autosomal recessive
GSH2,Diencephalic-mesencephalic junction dysplasia syndrome 2, Autosomal recessive
DMJDS2,Diencephalic-mesencephalic junction dysplasia syndrome 2, Autosomal recessive
SRD5A3,Kahrizi syndrome, Autosomal recessive
SRD5A3,Congenital disorder of glycosylation, Autosomal recessive
SRD5A2L,Kahrizi syndrome, Autosomal recessive
SRD5A2L,Congenital disorder of glycosylation, Autosomal recessive
CDG1Q,Kahrizi syndrome, Autosomal recessive
CDG1Q,Congenital disorder of glycosylation, Autosomal recessive
KRIZI,Kahrizi syndrome, Autosomal recessive
KRIZI,Congenital disorder of glycosylation, Autosomal recessive
TMEM165,Congenital disorder of glycosylation, Autosomal recessive
FT27,Congenital disorder of glycosylation, Autosomal recessive
CDG2K,Congenital disorder of glycosylation, Autosomal recessive
CEP135,Microcephaly 8, Autosomal recessive
KIAA0635,Microcephaly 8, Autosomal recessive
MCPH8,Microcephaly 8, Autosomal recessive
SPINK2,Spermatogenic failure 29, Autosomal recessive
SPGF29,Spermatogenic failure 29, Autosomal recessive
IGFBP7,Retinal arterial macroaneurysm with supravalvular pulmonic stenosis, Autosomal recessive
MAC25,Retinal arterial macroaneurysm with supravalvular pulmonic stenosis, Autosomal recessive
RAMSVPS,Retinal arterial macroaneurysm with supravalvular pulmonic stenosis, Autosomal recessive
TECRL,Ventricular tachycardia, Autosomal recessive
TERL,Ventricular tachycardia, Autosomal recessive
SRD5A2L2,Ventricular tachycardia, Autosomal recessive
GPSN2L,Ventricular tachycardia, Autosomal recessive
CPVT3,Ventricular tachycardia, Autosomal recessive
GNRHR,Hypogonadotropic hypogonadism 7 without anosmia, Autosomal recessive
LHRHR,Hypogonadotropic hypogonadism 7 without anosmia, Autosomal recessive
HH7,Hypogonadotropic hypogonadism 7 without anosmia, Autosomal recessive
AMBN,Amelogenesis imperfecta, Autosomal recessive
AI1F,Amelogenesis imperfecta, Autosomal recessive
ENAM,Amelogenesis imperfecta, Autosomal recessive
AIH2,Amelogenesis imperfecta, Autosomal recessive
AI1C,Amelogenesis imperfecta, Autosomal recessive
SLC4A4,Renal tubular acidosis, Autosomal recessive
NBC1,Renal tubular acidosis, Autosomal recessive
KNBC,Renal tubular acidosis, Autosomal recessive
ADAMTS3,Hennekam lymphangiectasia-lymphedema syndrome 3, Autosomal recessive
HKLLS3,Hennekam lymphangiectasia-lymphedema syndrome 3, Autosomal recessive
AFP,Alpha-fetoprotein deficiency, Autosomal recessive
HPAFP,Alpha-fetoprotein deficiency, Autosomal recessive
AFPD,Alpha-fetoprotein deficiency, Autosomal recessive
ODAPH,Amelogenesis imperfecta, Autosomal recessive
C4orf26,Amelogenesis imperfecta, Autosomal recessive
SCARB2,Epilepsy, Autosomal recessive
CD36L2,Epilepsy, Autosomal recessive
LIMPII,Epilepsy, Autosomal recessive
AMRF,Epilepsy, Autosomal recessive
EPM4,Epilepsy, Autosomal recessive
FRAS1,Fraser syndrome 1, Autosomal recessive
FRASRS1,Fraser syndrome 1, Autosomal recessive
ANTXR2,Hyaline fibromatosis syndrome, Autosomal recessive
CMG2,Hyaline fibromatosis syndrome, Autosomal recessive
HFS,Hyaline fibromatosis syndrome, Autosomal recessive
PRDM8,Epilepsy, Autosomal recessive
EPM10,Epilepsy, Autosomal recessive
FGF5,Trichomegaly, Autosomal recessive
TCMGLY,Trichomegaly, Autosomal recessive
SEC31A,Neurodevelopmental disorder with spastic quadriplegia, Autosomal recessive
SEC31L1,Neurodevelopmental disorder with spastic quadriplegia, Autosomal recessive
KIAA0905,Neurodevelopmental disorder with spastic quadriplegia, Autosomal recessive
NEDSOSB,Neurodevelopmental disorder with spastic quadriplegia, Autosomal recessive
COQ2,Multiple system atrophy, Autosomal dominant
COQ2,Coenzyme Q10 deficiency, Autosomal recessive
COQ10D1,Multiple system atrophy, Autosomal dominant
COQ10D1,Coenzyme Q10 deficiency, Autosomal recessive
MSA1,Multiple system atrophy, Autosomal dominant
MSA1,Coenzyme Q10 deficiency, Autosomal recessive
DMP1,Hypophosphatemic rickets, Autosomal recessive
ARHR,Hypophosphatemic rickets, Autosomal recessive
ARHP,Hypophosphatemic rickets, Autosomal recessive
PIGY,Hyperphosphatasia with mental retardation syndrome 6, Autosomal recessive
HPMRS6,Hyperphosphatasia with mental retardation syndrome 6, Autosomal recessive
GRID2,Spinocerebellar ataxia, Autosomal recessive
SCAR18,Spinocerebellar ataxia, Autosomal recessive
BMPR1B,Acromesomelic dysplasia, Autosomal recessive
ALK6,Acromesomelic dysplasia, Autosomal recessive
AMDD,Acromesomelic dysplasia, Autosomal recessive
BDA2,Acromesomelic dysplasia, Autosomal recessive
BDA1D,Acromesomelic dysplasia, Autosomal recessive
TRMT10A,Microcephaly, Autosomal recessive
RG9MTD2,Microcephaly, Autosomal recessive
MSSGM1,Microcephaly, Autosomal recessive
MTTP,Abetalipoproteinemia, Autosomal recessive
OCA5,Albinism, Autosomal recessive
SLC39A8,Congenital disorder of glycosylation, Autosomal recessive
BIGM103,Congenital disorder of glycosylation, Autosomal recessive
CDG2N,Congenital disorder of glycosylation, Autosomal recessive
MANBA,Mannosidosis, Autosomal recessive
MANB1,Mannosidosis, Autosomal recessive
CISD2,Wolfram syndrome 2, Autosomal recessive
WFS2,Wolfram syndrome 2, Autosomal recessive
ZCD2,Wolfram syndrome 2, Autosomal recessive
ERIS,Wolfram syndrome 2, Autosomal recessive
CENPE,Microcephaly 13, Autosomal recessive
MCPH13,Microcephaly 13, Autosomal recessive
TACR3,Hypogonadotropic hypogonadism 11 with or without anosmia, Autosomal recessive
NK3R,Hypogonadotropic hypogonadism 11 with or without anosmia, Autosomal recessive
HH11,Hypogonadotropic hypogonadism 11 with or without anosmia, Autosomal recessive
PPA2,Sudden cardiac failure, Autosomal recessive
PPA2,Sudden cardiac failure, Autosomal recessive
SCFI,Sudden cardiac failure, Autosomal recessive
SCFI,Sudden cardiac failure, Autosomal recessive
SCFAI,Sudden cardiac failure, Autosomal recessive
SCFAI,Sudden cardiac failure, Autosomal recessive
TBCK,Hypotonia, Autosomal recessive
IHPRF3,Hypotonia, Autosomal recessive
AIMP1,Leukodystrophy, Autosomal recessive
SCYE1,Leukodystrophy, Autosomal recessive
EMAP2,Leukodystrophy, Autosomal recessive
EMAPII,Leukodystrophy, Autosomal recessive
HLD3,Leukodystrophy, Autosomal recessive
CYP2U1,Spastic paraplegia 56, Autosomal recessive
SPG56,Spastic paraplegia 56, Autosomal recessive
HADHSC,3-hydroxyacyl-CoA dehydrogenase deficiency, Autosomal recessive
HADHSC,Hyperinsulinemic hypoglycemia, Autosomal recessive
SCHAD,3-hydroxyacyl-CoA dehydrogenase deficiency, Autosomal recessive
SCHAD,Hyperinsulinemic hypoglycemia, Autosomal recessive
HHF4,3-hydroxyacyl-CoA dehydrogenase deficiency, Autosomal recessive
HHF4,Hyperinsulinemic hypoglycemia, Autosomal recessive
COL25A1,Fibrosis of extraocular muscles, Autosomal recessive
CLAC,Fibrosis of extraocular muscles, Autosomal recessive
